,index,city,coordinates,graffiti
0,0,Albuquerque," (35.075101, -106.67199)",0
1,1,Albuquerque," (35.075594, -106.634554)",0
2,2,Albuquerque," (35.075695, -106.671933)",0
3,3,Albuquerque," (35.07576, -106.644715)",0
4,4,Albuquerque," (35.076115, -106.631026)",0
5,5,Albuquerque," (35.076149, -106.670998)",0
6,6,Albuquerque," (35.076727, -106.6399)",0
7,7,Albuquerque," (35.076769, -106.673747)",0
8,8,Albuquerque," (35.077019, -106.64331)",0
9,9,Albuquerque," (35.077079, -106.63605)",0
10,10,Albuquerque," (35.077084, -106.630976)",0
11,11,Albuquerque," (35.077118, -106.643834)",0
12,12,Albuquerque," (35.077166, -106.636984)",0
13,13,Albuquerque," (35.077404, -106.641505)",0
14,14,Albuquerque," (35.077438, -106.665204)",0
15,15,Albuquerque," (35.077514, -106.672994)",0
16,16,Albuquerque," (35.077638, -106.654465)",0
17,17,Albuquerque," (35.077751, -106.638498)",0
18,18,Albuquerque," (35.07782, -106.626925)",0
19,19,Albuquerque," (35.077828, -106.651252)",0
20,20,Albuquerque," (35.07811, -106.655847)",0
21,21,Albuquerque," (35.078212, -106.647943)",0
22,22,Albuquerque," (35.078445, -106.629252)",0
23,23,Albuquerque," (35.07854, -106.644823)",0
24,24,Albuquerque," (35.078629, -106.665542)",0
25,25,Albuquerque," (35.078737, -106.643231)",0
26,26,Albuquerque," (35.078775, -106.639293)",0
27,27,Albuquerque," (35.078912, -106.635029)",0
28,28,Albuquerque," (35.079072, -106.657916)",0
29,29,Albuquerque," (35.079139, -106.663388)",0
30,30,Albuquerque," (35.079171, -106.674009)",0
31,31,Albuquerque," (35.079252, -106.659137)",0
32,32,Albuquerque," (35.079554, -106.660866)",0
33,33,Albuquerque," (35.079746, -106.651022)",0
34,34,Albuquerque," (35.079756, -106.648194)",0
35,35,Albuquerque," (35.079758, -106.631919)",0
36,36,Albuquerque," (35.079877, -106.644512)",0
37,37,Albuquerque," (35.079984, -106.634365)",0
38,38,Albuquerque," (35.080004, -106.666383)",0
39,39,Albuquerque," (35.080062, -106.630658)",0
40,40,Albuquerque," (35.080076, -106.627573)",0
41,41,Albuquerque," (35.080423, -106.643931)",0
42,42,Albuquerque," (35.080457, -106.636788)",0
43,43,Albuquerque," (35.08065, -106.632401)",0
44,44,Albuquerque," (35.080737, -106.629268)",0
45,45,Albuquerque," (35.080795, -106.665539)",0
46,46,Albuquerque," (35.080869, -106.6679)",0
47,47,Albuquerque," (35.080899, -106.656332)",0
48,48,Albuquerque," (35.081013, -106.64885)",0
49,49,Albuquerque," (35.081025, -106.653884)",0
50,50,Albuquerque," (35.081102, -106.637966)",0
51,51,Albuquerque," (35.081412, -106.662727)",0
52,52,Albuquerque," (35.081632, -106.667961)",0
53,53,Albuquerque," (35.081699, -106.66975)",0
54,54,Albuquerque," (35.081752, -106.666936)",0
55,55,Albuquerque," (35.082015, -106.653654)",0
56,56,Albuquerque," (35.082502, -106.633193)",0
57,57,Albuquerque," (35.082675, -106.661425)",0
58,58,Albuquerque," (35.083153, -106.630462)",0
59,59,Albuquerque," (35.083211, -106.668336)",0
60,60,Albuquerque," (35.083234, -106.665774)",0
61,61,Albuquerque," (35.083346, -106.662746)",0
62,62,Albuquerque," (35.083689, -106.669029)",0
63,63,Albuquerque," (35.083704, -106.637807)",0
64,64,Albuquerque," (35.08387, -106.650154)",0
65,65,Albuquerque," (35.084048, -106.64146)",0
66,66,Albuquerque," (35.084058, -106.664203)",0
67,67,Albuquerque," (35.084062, -106.636026)",0
68,68,Albuquerque," (35.084157, -106.660724)",0
69,69,Albuquerque," (35.084226, -106.629801)",0
70,70,Albuquerque," (35.084476, -106.635339)",0
71,71,Albuquerque," (35.084707, -106.646293)",0
72,72,Albuquerque," (35.084889, -106.648748)",0
73,73,Albuquerque," (35.08501, -106.632714)",0
74,74,Albuquerque," (35.085053, -106.642584)",0
75,75,Albuquerque," (35.085263, -106.641792)",0
76,76,Albuquerque," (35.085326, -106.663373)",0
77,77,Albuquerque," (35.085412, -106.630662)",0
78,78,Albuquerque," (35.085463, -106.668976)",0
79,79,Albuquerque," (35.085653, -106.664045)",0
80,80,Albuquerque," (35.085697, -106.646118)",0
81,81,Albuquerque," (35.085866, -106.625773)",0
82,82,Albuquerque," (35.08609, -106.632088)",0
83,83,Albuquerque," (35.086229, -106.672144)",0
84,84,Albuquerque," (35.086326, -106.633718)",0
85,85,Albuquerque," (35.086584, -106.659446)",0
86,86,Albuquerque," (35.086856, -106.672333)",0
87,87,Albuquerque," (35.086955, -106.645319)",0
88,88,Albuquerque," (35.086996, -106.66776)",0
89,89,Albuquerque," (35.087033, -106.647033)",0
90,90,Albuquerque," (35.087101, -106.651063)",0
91,91,Albuquerque," (35.087187, -106.630316)",0
92,92,Albuquerque," (35.087326, -106.634689)",0
93,93,Albuquerque," (35.087501, -106.626528)",0
94,94,Albuquerque," (35.087545, -106.654228)",0
95,95,Albuquerque," (35.087571, -106.637868)",0
96,96,Albuquerque," (35.087625, -106.662883)",0
97,97,Albuquerque," (35.08763, -106.636243)",0
98,98,Albuquerque," (35.08779, -106.627578)",0
99,99,Albuquerque," (35.088088, -106.661242)",0
100,100,Albuquerque," (35.088207, -106.65543)",0
101,101,Albuquerque," (35.088308, -106.670744)",0
102,102,Albuquerque," (35.088311, -106.667703)",0
103,103,Albuquerque," (35.088335, -106.670224)",0
104,104,Albuquerque," (35.088403, -106.64369)",0
105,105,Albuquerque," (35.088457, -106.664135)",0
106,106,Albuquerque," (35.088506, -106.654619)",0
107,107,Albuquerque," (35.088573, -106.650596)",0
108,108,Albuquerque," (35.088658, -106.653822)",0
109,109,Albuquerque," (35.088908, -106.66512)",0
110,110,Albuquerque," (35.08895, -106.639221)",0
111,111,Albuquerque," (35.089451, -106.637278)",0
112,112,Albuquerque," (35.089466, -106.669588)",0
113,113,Albuquerque," (35.089514, -106.64558)",0
114,114,Albuquerque," (35.089616, -106.66454)",0
115,115,Albuquerque," (35.089637, -106.652434)",0
116,116,Albuquerque," (35.089637, -106.664068)",0
117,117,Albuquerque," (35.089758, -106.666812)",0
118,118,Albuquerque," (35.089796, -106.636293)",0
119,119,Albuquerque," (35.089998, -106.65584)",0
120,120,Albuquerque," (35.090372, -106.649379)",0
121,121,Albuquerque," (35.090373, -106.647885)",0
122,122,Albuquerque," (35.090706, -106.632093)",0
123,123,Albuquerque," (35.090773, -106.639549)",0
124,124,Albuquerque," (35.090788, -106.666509)",0
125,125,Albuquerque," (35.090837, -106.641135)",0
126,126,Albuquerque," (35.091117, -106.670415)",0
127,127,Albuquerque," (35.091408, -106.646686)",0
128,128,Albuquerque," (35.091452, -106.665823)",0
129,129,Albuquerque," (35.091786, -106.64413)",0
130,130,Albuquerque," (35.091968, -106.662154)",0
131,131,Albuquerque," (35.092177, -106.663716)",0
132,132,Albuquerque," (35.092257, -106.667213)",0
133,133,Albuquerque," (35.09239, -106.650068)",0
134,134,Albuquerque," (35.092398, -106.655811)",0
135,135,Albuquerque," (35.092406, -106.669949)",0
136,136,Albuquerque," (35.092592, -106.667809)",0
137,137,Albuquerque," (35.092624, -106.674333)",0
138,138,Albuquerque," (35.092626, -106.652353)",0
139,139,Albuquerque," (35.092638, -106.6472)",0
140,140,Albuquerque," (35.092849, -106.632543)",0
141,141,Albuquerque," (35.092928, -106.652502)",0
142,142,Albuquerque," (35.092944, -106.668778)",0
143,143,Albuquerque," (35.09324, -106.627488)",0
144,144,Albuquerque," (35.093252, -106.66974)",0
145,145,Albuquerque," (35.093427, -106.671635)",0
146,146,Albuquerque," (35.093612, -106.67148)",0
147,147,Albuquerque," (35.093769, -106.668915)",0
148,148,Albuquerque," (35.093849, -106.639834)",0
149,149,Albuquerque," (35.0939, -106.651302)",0
150,150,Albuquerque," (35.094312, -106.653372)",0
151,151,Albuquerque," (35.094347, -106.660471)",0
152,152,Albuquerque," (35.094455, -106.66558)",0
153,153,Albuquerque," (35.094807, -106.651322)",0
154,154,Albuquerque," (35.094949, -106.664453)",0
155,155,Albuquerque," (35.094964, -106.660533)",0
156,156,Albuquerque," (35.095157, -106.625058)",0
157,157,Albuquerque," (35.095175, -106.666366)",0
158,158,Albuquerque," (35.095195, -106.638461)",0
159,159,Albuquerque," (35.095559, -106.667751)",0
160,160,Albuquerque," (35.095567, -106.641593)",0
161,161,Albuquerque," (35.095577, -106.666604)",0
162,162,Albuquerque," (35.09561, -106.626224)",0
163,163,Albuquerque," (35.095693, -106.641014)",0
164,164,Albuquerque," (35.095706, -106.647085)",0
165,165,Albuquerque," (35.095802, -106.668702)",0
166,166,Albuquerque," (35.095933, -106.627948)",0
167,167,Albuquerque," (35.09605, -106.653133)",0
168,168,Albuquerque," (35.096056, -106.636786)",0
169,169,Albuquerque," (35.096061, -106.670197)",0
170,170,Albuquerque," (35.09608, -106.632345)",0
171,171,Albuquerque," (35.096283, -106.662309)",0
172,172,Albuquerque," (35.096351, -106.649959)",0
173,173,Albuquerque," (35.096636, -106.64591)",0
174,174,Albuquerque," (35.096712, -106.66046)",0
175,175,Albuquerque," (35.096721, -106.64681)",0
176,176,Albuquerque," (35.096864, -106.644742)",0
177,177,Albuquerque," (35.097117, -106.654765)",0
178,178,Albuquerque," (35.097151, -106.669238)",0
179,179,Albuquerque," (35.097163, -106.64975)",0
180,180,Albuquerque," (35.097289, -106.633916)",0
181,181,Albuquerque," (35.097494, -106.669783)",0
182,182,Albuquerque," (35.097679, -106.650988)",0
183,183,Albuquerque," (35.097824, -106.658745)",0
184,184,Albuquerque," (35.097857, -106.661147)",0
185,185,Albuquerque," (35.097932, -106.650119)",0
186,186,Albuquerque," (35.097943, -106.642506)",0
187,187,Albuquerque," (35.098437, -106.652481)",0
188,188,Albuquerque," (35.098508, -106.673078)",0
189,189,Albuquerque," (35.098628, -106.668342)",0
190,190,Albuquerque," (35.099084, -106.668563)",0
191,191,Albuquerque," (35.099143, -106.666677)",0
192,192,Albuquerque," (35.099283, -106.658942)",0
193,193,Albuquerque," (35.099357, -106.646381)",0
194,194,Albuquerque," (35.09941, -106.661619)",0
195,195,Albuquerque," (35.099461, -106.650481)",0
196,196,Albuquerque," (35.099462, -106.633528)",0
197,197,Albuquerque," (35.099586, -106.653139)",0
198,198,Albuquerque," (35.099834, -106.662303)",0
199,199,Albuquerque," (35.099954, -106.656694)",0
200,200,Albuquerque," (35.100076, -106.663935)",0
201,201,Albuquerque," (35.100111, -106.638424)",0
202,202,Albuquerque," (35.100145, -106.673482)",0
203,203,Albuquerque," (35.100398, -106.638774)",0
204,204,Albuquerque," (35.100547, -106.660996)",0
205,205,Albuquerque," (35.100671, -106.642388)",0
206,206,Albuquerque," (35.100831, -106.663224)",0
207,207,Albuquerque," (35.10123, -106.658992)",0
208,208,Albuquerque," (35.101326, -106.650097)",0
209,209,Albuquerque," (35.10181, -106.626786)",0
210,210,Albuquerque," (35.102027, -106.66709)",0
211,211,Albuquerque," (35.102056, -106.63678)",0
212,212,Albuquerque," (35.102108, -106.638286)",0
213,213,Albuquerque," (35.102123, -106.628191)",0
214,214,Albuquerque," (35.102125, -106.666344)",0
215,215,Albuquerque," (35.102132, -106.641086)",0
216,216,Albuquerque," (35.102271, -106.65091)",0
217,217,Albuquerque," (35.10233, -106.647481)",0
218,218,Albuquerque," (35.102338, -106.63353)",0
219,219,Albuquerque," (35.10249, -106.67387)",0
220,220,Albuquerque," (35.10272, -106.649317)",0
221,221,Albuquerque," (35.10273, -106.657499)",0
222,222,Albuquerque," (35.102826, -106.638266)",0
223,223,Albuquerque," (35.102832, -106.656168)",0
224,224,Albuquerque," (35.102947, -106.667709)",0
225,225,Albuquerque," (35.103074, -106.650477)",0
226,226,Albuquerque," (35.10311, -106.668777)",0
227,227,Albuquerque," (35.10346, -106.67059)",0
228,228,Albuquerque," (35.103477, -106.65321)",0
229,229,Albuquerque," (35.103502, -106.656975)",0
230,230,Albuquerque," (35.103575, -106.637938)",0
231,231,Albuquerque," (35.103622, -106.646486)",0
232,232,Albuquerque," (35.103922, -106.637341)",0
233,233,Albuquerque," (35.104014, -106.667251)",0
234,234,Albuquerque," (35.104019, -106.657587)",0
235,235,Albuquerque," (35.104088, -106.636222)",0
236,236,Albuquerque," (35.104142, -106.663223)",0
237,237,Albuquerque," (35.104386, -106.626045)",0
238,238,Albuquerque," (35.104487, -106.662243)",0
239,239,Albuquerque," (35.104827, -106.637494)",0
240,240,Albuquerque," (35.104846, -106.668361)",0
241,241,Albuquerque," (35.104926, -106.637542)",0
242,242,Albuquerque," (35.105017, -106.625089)",0
243,243,Albuquerque," (35.105211, -106.65273)",0
244,244,Albuquerque," (35.105224, -106.647895)",0
245,245,Albuquerque," (35.10525, -106.658663)",0
246,246,Albuquerque," (35.10547, -106.646463)",0
247,247,Albuquerque," (35.10562, -106.664496)",0
248,248,Albuquerque," (35.10565, -106.632301)",0
249,249,Albuquerque," (35.105946, -106.669866)",0
250,250,Albuquerque," (35.106241, -106.655354)",0
251,251,Albuquerque," (35.106268, -106.668106)",0
252,252,Albuquerque," (35.106475, -106.642412)",0
253,253,Albuquerque," (35.106701, -106.648664)",0
254,254,Albuquerque," (35.106719, -106.642386)",0
255,255,Albuquerque," (35.106971, -106.631311)",0
256,256,Albuquerque," (35.107181, -106.647029)",0
257,257,Albuquerque," (35.107197, -106.674033)",0
258,258,Albuquerque," (35.107262, -106.658144)",0
259,259,Albuquerque," (35.107291, -106.654673)",0
260,260,Albuquerque," (35.107422, -106.651825)",0
261,261,Albuquerque," (35.107436, -106.63766)",0
262,262,Albuquerque," (35.10752, -106.665897)",0
263,263,Albuquerque," (35.10759, -106.654776)",0
264,264,Albuquerque," (35.107612, -106.639681)",0
265,265,Albuquerque," (35.107751, -106.652611)",0
266,266,Albuquerque," (35.107864, -106.660908)",0
267,267,Albuquerque," (35.107987, -106.629325)",0
268,268,Albuquerque," (35.108127, -106.650851)",0
269,269,Albuquerque," (35.10816, -106.662049)",0
270,270,Albuquerque," (35.108349, -106.644211)",0
271,271,Albuquerque," (35.108505, -106.671788)",0
272,272,Albuquerque," (35.108515, -106.649417)",0
273,273,Albuquerque," (35.10886, -106.632616)",0
274,274,Albuquerque," (35.10915, -106.640191)",0
275,275,Albuquerque," (35.109208, -106.660212)",0
276,276,Albuquerque," (35.109321, -106.670738)",0
277,277,Albuquerque," (35.109886, -106.660734)",0
278,278,Albuquerque," (35.109953, -106.643749)",0
279,279,Albuquerque," (35.110044, -106.673941)",0
280,280,Albuquerque," (35.110242, -106.633398)",0
281,281,Albuquerque," (35.110254, -106.631022)",0
282,282,Albuquerque," (35.110299, -106.633833)",0
283,283,Albuquerque," (35.110339, -106.653194)",0
284,284,Albuquerque," (35.110713, -106.62954)",0
285,285,Albuquerque," (35.110786, -106.6497)",0
286,286,Albuquerque," (35.110834, -106.648877)",0
287,287,Albuquerque," (35.110866, -106.648306)",0
288,288,Albuquerque," (35.110953, -106.668668)",0
289,289,Albuquerque," (35.111141, -106.66506)",0
290,290,Albuquerque," (35.111195, -106.660052)",0
291,291,Albuquerque," (35.111229, -106.661374)",0
292,292,Albuquerque," (35.111357, -106.643166)",0
293,293,Albuquerque," (35.111358, -106.644676)",0
294,294,Albuquerque," (35.111364, -106.666067)",0
295,295,Albuquerque," (35.111503, -106.659771)",0
296,296,Albuquerque," (35.112022, -106.66283)",0
297,297,Albuquerque," (35.112041, -106.638393)",0
298,298,Albuquerque," (35.112058, -106.673331)",0
299,299,Albuquerque," (35.112566, -106.640984)",0
300,300,Albuquerque," (35.112648, -106.664411)",0
301,301,Albuquerque," (35.112878, -106.661409)",0
302,302,Albuquerque," (35.112942, -106.651313)",0
303,303,Albuquerque," (35.113082, -106.64302)",0
304,304,Albuquerque," (35.113164, -106.662674)",0
305,305,Albuquerque," (35.113751, -106.630903)",0
306,306,Albuquerque," (35.113755, -106.66402)",0
307,307,Albuquerque," (35.113966, -106.654848)",0
308,308,Albuquerque," (35.114086, -106.633188)",0
309,309,Albuquerque," (35.114231, -106.660192)",0
310,310,Albuquerque," (35.114307, -106.665023)",0
311,311,Albuquerque," (35.114331, -106.648173)",0
312,312,Albuquerque," (35.114559, -106.629269)",0
313,313,Albuquerque," (35.114651, -106.648087)",0
314,314,Albuquerque," (35.114729, -106.658115)",0
315,315,Albuquerque," (35.11485, -106.674662)",0
316,316,Albuquerque," (35.114877, -106.667423)",0
317,317,Albuquerque," (35.114945, -106.667799)",0
318,318,Albuquerque," (35.114983, -106.633933)",0
319,319,Albuquerque," (35.11516, -106.650992)",0
320,320,Albuquerque," (35.115202, -106.663618)",0
321,321,Albuquerque," (35.115387, -106.645791)",0
322,322,Albuquerque," (35.115431, -106.656265)",0
323,323,Albuquerque," (35.115481, -106.659863)",0
324,324,Albuquerque," (35.115539, -106.66037)",0
325,325,Albuquerque," (35.11559, -106.629645)",0
326,326,Albuquerque," (35.115726, -106.63553)",0
327,327,Albuquerque," (35.116075, -106.649595)",0
328,328,Albuquerque," (35.116096, -106.640119)",0
329,329,Albuquerque," (35.116109, -106.653315)",0
330,330,Albuquerque," (35.116404, -106.669991)",0
331,331,Albuquerque," (35.116525, -106.638868)",0
332,332,Albuquerque," (35.116759, -106.643699)",0
333,333,Albuquerque," (35.11676, -106.66281)",0
334,334,Albuquerque," (35.116781, -106.64072)",0
335,335,Albuquerque," (35.116923, -106.648976)",0
336,336,Albuquerque," (35.116977, -106.651586)",0
337,337,Albuquerque," (35.117022, -106.654511)",0
338,338,Albuquerque," (35.117055, -106.62623)",0
339,339,Albuquerque," (35.117208, -106.633237)",0
340,340,Albuquerque," (35.117219, -106.631412)",0
341,341,Albuquerque," (35.117318, -106.633644)",0
342,342,Albuquerque," (35.117382, -106.658488)",0
343,343,Albuquerque," (35.117507, -106.635195)",0
344,344,Albuquerque," (35.117607, -106.632666)",0
345,345,Albuquerque," (35.117687, -106.663058)",0
346,346,Albuquerque," (35.117701, -106.653618)",0
347,347,Albuquerque," (35.117724, -106.665489)",0
348,348,Albuquerque," (35.117777, -106.653458)",0
349,349,Albuquerque," (35.117785, -106.637689)",0
350,350,Albuquerque," (35.118279, -106.66229)",0
351,351,Albuquerque," (35.118282, -106.625188)",0
352,352,Albuquerque," (35.11839, -106.649781)",0
353,353,Albuquerque," (35.118619, -106.638139)",0
354,354,Albuquerque," (35.118619, -106.650546)",0
355,355,Albuquerque," (35.118646, -106.628457)",0
356,356,Albuquerque," (35.118652, -106.666211)",0
357,357,Albuquerque," (35.118841, -106.657167)",0
358,358,Albuquerque," (35.118858, -106.672983)",0
359,359,Albuquerque," (35.118907, -106.639019)",0
360,360,Albuquerque," (35.118913, -106.674877)",0
361,361,Albuquerque," (35.118943, -106.659661)",0
362,362,Albuquerque," (35.118983, -106.64584)",0
363,363,Albuquerque," (35.119196, -106.652479)",0
364,364,Albuquerque," (35.119269, -106.654949)",0
365,365,Albuquerque," (35.119385, -106.633577)",0
366,366,Albuquerque," (35.119754, -106.646155)",0
367,367,Albuquerque," (35.119802, -106.667866)",0
368,368,Albuquerque," (35.119931, -106.659817)",0
369,369,Albuquerque," (35.119942, -106.651644)",0
370,370,Albuquerque," (35.120054, -106.627753)",0
371,371,Albuquerque," (35.120213, -106.658787)",0
372,372,Albuquerque," (35.120352, -106.63073)",0
373,373,Albuquerque," (35.120616, -106.663585)",0
374,374,Albuquerque," (35.120694, -106.664998)",0
375,375,Albuquerque," (35.120805, -106.670869)",0
376,376,Albuquerque," (35.120838, -106.652443)",0
377,377,Albuquerque," (35.120918, -106.638037)",0
378,378,Albuquerque," (35.12096, -106.636959)",0
379,379,Albuquerque," (35.120972, -106.655097)",0
380,380,Albuquerque," (35.121046, -106.666729)",0
381,381,Albuquerque," (35.121116, -106.657366)",0
382,382,Albuquerque," (35.121172, -106.647387)",0
383,383,Albuquerque," (35.121176, -106.67475)",0
384,384,Albuquerque," (35.121244, -106.649246)",0
385,385,Albuquerque," (35.121275, -106.669288)",0
386,386,Albuquerque," (35.121306, -106.635347)",0
387,387,Albuquerque," (35.121396, -106.661966)",0
388,388,Albuquerque," (35.121423, -106.63361)",0
389,389,Albuquerque," (35.121458, -106.635603)",0
390,390,Albuquerque," (35.121466, -106.643657)",0
391,391,Albuquerque," (35.121561, -106.672604)",0
392,392,Albuquerque," (35.121631, -106.626505)",0
393,393,Albuquerque," (35.121672, -106.648169)",0
394,394,Albuquerque," (35.12169, -106.673835)",0
395,395,Albuquerque," (35.12174, -106.658522)",0
396,396,Albuquerque," (35.121932, -106.625865)",0
397,397,Albuquerque," (35.12202, -106.671125)",0
398,398,Albuquerque," (35.122042, -106.655954)",0
399,399,Albuquerque," (35.122055, -106.629658)",0
400,400,Albuquerque," (35.122099, -106.642641)",0
401,401,Albuquerque," (35.122149, -106.640873)",0
402,402,Albuquerque," (35.122174, -106.653448)",0
403,403,Albuquerque," (35.122177, -106.631996)",0
404,404,Albuquerque," (35.122261, -106.628034)",0
405,405,Albuquerque," (35.122581, -106.6486)",0
406,406,Albuquerque," (35.122618, -106.629165)",0
407,407,Albuquerque," (35.122664, -106.64279)",0
408,408,Albuquerque," (35.122783, -106.668441)",0
409,409,Albuquerque," (35.122799, -106.674884)",0
410,410,Albuquerque," (35.122823, -106.636746)",0
411,411,Albuquerque," (35.122923, -106.644841)",0
412,412,Albuquerque," (35.1231, -106.661755)",0
413,413,Albuquerque," (35.123143, -106.631489)",0
414,414,Albuquerque," (35.123202, -106.672412)",0
415,415,Albuquerque," (35.123223, -106.628003)",0
416,416,Albuquerque," (35.123469, -106.661327)",0
417,417,Albuquerque," (35.123625, -106.632931)",0
418,418,Albuquerque," (35.123635, -106.658456)",0
419,419,Albuquerque," (35.123745, -106.669355)",0
420,420,Albuquerque," (35.124246, -106.638345)",0
421,421,Albuquerque," (35.12426, -106.646451)",0
422,422,Albuquerque," (35.124278, -106.632371)",0
423,423,Albuquerque," (35.124279, -106.66153)",0
424,424,Albuquerque," (35.124372, -106.665187)",0
425,425,Albuquerque," (35.124478, -106.674926)",0
426,426,Albuquerque," (35.124562, -106.665933)",0
427,427,Albuquerque," (35.124707, -106.657065)",0
428,428,Albuquerque," (35.124979, -106.647108)",0
429,429,Albuquerque," (35.12499, -106.6421)",0
430,430,Atlanta," (33.73519, -84.41638)",0
431,431,Atlanta," (33.735267, -84.43873)",0
432,432,Atlanta," (33.735269, -84.428555)",0
433,433,Atlanta," (33.735294, -84.44443)",0
434,434,Atlanta," (33.73534, -84.42654)",0
435,435,Atlanta," (33.735393, -84.396562)",0
436,436,Atlanta," (33.735418, -84.436037)",0
437,437,Atlanta," (33.735426, -84.434087)",0
438,438,Atlanta," (33.735473, -84.441896)",0
439,439,Atlanta," (33.735711, -84.440239)",0
440,440,Atlanta," (33.735724, -84.39532)",0
441,441,Atlanta," (33.735759, -84.409624)",0
442,442,Atlanta," (33.736203, -84.419975)",0
443,443,Atlanta," (33.736203, -84.440625)",0
444,444,Atlanta," (33.736246, -84.400991)",0
445,445,Atlanta," (33.736326, -84.403077)",0
446,446,Atlanta," (33.736596, -84.444527)",0
447,447,Atlanta," (33.736675, -84.412131)",0
448,448,Atlanta," (33.736719, -84.425588)",0
449,449,Atlanta," (33.736729, -84.421076)",0
450,450,Atlanta," (33.736755, -84.442416)",0
451,451,Atlanta," (33.736962, -84.417714)",0
452,452,Atlanta," (33.736973, -84.422895)",0
453,453,Atlanta," (33.73722, -84.434229)",0
454,454,Atlanta," (33.737326, -84.396721)",0
455,455,Atlanta," (33.737501, -84.420033)",0
456,456,Atlanta," (33.73752, -84.424506)",0
457,457,Atlanta," (33.737535, -84.421501)",0
458,458,Atlanta," (33.737755, -84.439746)",0
459,459,Atlanta," (33.737959, -84.410129)",0
460,460,Atlanta," (33.737965, -84.405009)",0
461,461,Atlanta," (33.738183, -84.411158)",0
462,462,Atlanta," (33.73821, -84.416869)",0
463,463,Atlanta," (33.738363, -84.427673)",0
464,464,Atlanta," (33.738646, -84.427045)",0
465,465,Atlanta," (33.73867, -84.417539)",0
466,466,Atlanta," (33.738817, -84.413478)",0
467,467,Atlanta," (33.739203, -84.424732)",0
468,468,Atlanta," (33.739333, -84.410795)",0
469,469,Atlanta," (33.739388, -84.408511)",0
470,470,Atlanta," (33.739397, -84.40429)",0
471,471,Atlanta," (33.739414, -84.424466)",0
472,472,Atlanta," (33.739434, -84.430877)",0
473,473,Atlanta," (33.739443, -84.439861)",0
474,474,Atlanta," (33.739469, -84.41232)",0
475,475,Atlanta," (33.739513, -84.402245)",0
476,476,Atlanta," (33.739627, -84.44329)",0
477,477,Atlanta," (33.739664, -84.41676)",0
478,478,Atlanta," (33.73983, -84.397764)",0
479,479,Atlanta," (33.739914, -84.408869)",0
480,480,Atlanta," (33.739962, -84.428892)",0
481,481,Atlanta," (33.739981, -84.419134)",0
482,482,Atlanta," (33.74006, -84.422967)",0
483,483,Atlanta," (33.740261, -84.399762)",0
484,484,Atlanta," (33.740405, -84.424865)",0
485,485,Atlanta," (33.740674, -84.406982)",0
486,486,Atlanta," (33.74103, -84.420497)",0
487,487,Atlanta," (33.741063, -84.41125)",0
488,488,Atlanta," (33.741088, -84.415893)",0
489,489,Atlanta," (33.741128, -84.439934)",0
490,490,Atlanta," (33.74126, -84.440879)",0
491,491,Atlanta," (33.741294, -84.443034)",0
492,492,Atlanta," (33.741354, -84.397876)",0
493,493,Atlanta," (33.741388, -84.436795)",0
494,494,Atlanta," (33.741432, -84.41367)",0
495,495,Atlanta," (33.74157, -84.436132)",0
496,496,Atlanta," (33.741651, -84.405247)",0
497,497,Atlanta," (33.741731, -84.397101)",0
498,498,Atlanta," (33.741772, -84.437887)",0
499,499,Atlanta," (33.742032, -84.397934)",0
500,500,Atlanta," (33.742258, -84.429377)",0
501,501,Atlanta," (33.742337, -84.406423)",0
502,502,Atlanta," (33.742602, -84.404998)",0
503,503,Atlanta," (33.74261, -84.419667)",0
504,504,Atlanta," (33.742634, -84.422739)",0
505,505,Atlanta," (33.742701, -84.414596)",0
506,506,Atlanta," (33.742773, -84.441371)",0
507,507,Atlanta," (33.742865, -84.430127)",0
508,508,Atlanta," (33.742961, -84.439811)",0
509,509,Atlanta," (33.743098, -84.432339)",0
510,510,Atlanta," (33.743107, -84.412384)",0
511,511,Atlanta," (33.743167, -84.416181)",0
512,512,Atlanta," (33.743323, -84.397729)",0
513,513,Atlanta," (33.743533, -84.414652)",0
514,514,Atlanta," (33.743686, -84.439476)",0
515,515,Atlanta," (33.743847, -84.44182)",0
516,516,Atlanta," (33.744059, -84.402569)",0
517,517,Atlanta," (33.744214, -84.420208)",0
518,518,Atlanta," (33.744404, -84.400632)",0
519,519,Atlanta," (33.744432, -84.434557)",0
520,520,Atlanta," (33.744588, -84.436783)",0
521,521,Atlanta," (33.744789, -84.440747)",0
522,522,Atlanta," (33.744992, -84.432076)",0
523,523,Atlanta," (33.745136, -84.423178)",0
524,524,Atlanta," (33.745142, -84.436018)",0
525,525,Atlanta," (33.745346, -84.401744)",0
526,526,Atlanta," (33.745356, -84.44355)",0
527,527,Atlanta," (33.74566, -84.401462)",0
528,528,Atlanta," (33.745746, -84.42045)",0
529,529,Atlanta," (33.745856, -84.423145)",0
530,530,Atlanta," (33.746036, -84.40256)",0
531,531,Atlanta," (33.746204, -84.404684)",0
532,532,Atlanta," (33.746432, -84.395769)",0
533,533,Atlanta," (33.746484, -84.409242)",0
534,534,Atlanta," (33.746501, -84.423229)",0
535,535,Atlanta," (33.746523, -84.402778)",0
536,536,Atlanta," (33.746543, -84.430461)",0
537,537,Atlanta," (33.74662, -84.43655)",0
538,538,Atlanta," (33.747034, -84.404262)",0
539,539,Atlanta," (33.747218, -84.413294)",0
540,540,Atlanta," (33.747464, -84.433935)",0
541,541,Atlanta," (33.747604, -84.403055)",0
